training_id,employee_id,training_name,category,training_hours,start_date,completion_date,completion_status,assessment_score
TRN0532,EMP124,클라우드 컴퓨팅,Technical,24,2017-11-09,2017-11-21,수료,79.2
TRN0533,EMP125,효과적인 커뮤니케이션,Soft Skill,8,2023-07-02,2023-07-06,수료,93.2
TRN0534,EMP125,데이터 분석 실무,Technical,24,2024-05-24,2024-06-05,수료,73.2
TRN0535,EMP125,문제해결 기법,Soft Skill,12,2024-08-16,2024-08-22,수료,84.1
TRN0536,EMP126,Python 심화,Technical,24,2022-11-11,2022-11-23,수료,93.5
TRN0537,EMP126,데이터 분석 실무,Technical,24,2024-07-09,2024-07-21,수료,97.0
TRN0538,EMP126,애자일 방법론,Management,16,2023-05-09,2023-05-17,수료,70.9
TRN0539,EMP126,협업 스킬 향상,Soft Skill,8,2023-03-30,2023-04-03,수료,98.3
TRN0540,EMP128,AI/ML 기초,Technical,32,2023-03-12,2023-03-28,수료,94.6
TRN0541,EMP128,프레젠테이션 스킬,Soft Skill,8,2024-04-11,2024-04-15,수료,76.5
TRN0542,EMP128,리더십 심화,Leadership,20,2021-01-26,2021-02-05,미수료,75.2
TRN0543,EMP128,프로젝트 관리 실무,Management,20,2024-03-23,2024-04-02,수료,99.2
TRN0544,EMP129,리더십 기본,Leadership,16,2023-05-10,2023-05-18,수료,87.7
TRN0545,EMP129,정보보안,Compliance,8,2022-12-17,2022-12-21,수료,73.2
TRN0546,EMP130,AI/ML 기초,Technical,32,2022-10-31,2022-11-16,수료,99.5
TRN0547,EMP130,AI/ML 실무,Technical,40,2022-01-13,2022-02-02,수료,85.6
TRN0548,EMP130,문제해결 기법,Soft Skill,12,2023-01-29,2023-02-04,수료,91.1
TRN0549,EMP130,SQL 데이터베이스,Technical,16,2023-04-02,2023-04-10,수료,72.5
TRN0550,EMP130,프로젝트 관리 실무,Management,20,2023-01-27,2023-02-06,수료,78.5
TRN0551,EMP130,디자인 씽킹,Soft Skill,16,2023-05-16,2023-05-24,수료,90.6
TRN0552,EMP131,디자인 씽킹,Soft Skill,16,2023-11-01,2023-11-09,수료,72.1
TRN0553,EMP131,리더십 심화,Leadership,20,2023-12-20,2023-12-30,수료,81.0
TRN0554,EMP131,문제해결 기법,Soft Skill,12,2022-09-02,2022-09-08,미수료,84.7
TRN0555,EMP131,효과적인 커뮤니케이션,Soft Skill,8,2022-12-05,2022-12-09,수료,85.7
TRN0556,EMP133,데이터 분석 실무,Technical,24,2017-04-17,2017-04-29,수료,96.8
TRN0557,EMP133,SQL 데이터베이스,Technical,16,2018-01-17,2018-01-25,수료,99.3
TRN0558,EMP133,효과적인 커뮤니케이션,Soft Skill,8,2019-12-14,2019-12-18,수료,95.3
TRN0559,EMP133,리더십 기본,Leadership,16,2020-09-07,2020-09-15,수료,95.1
TRN0560,EMP133,디자인 씽킹,Soft Skill,16,2024-04-14,2024-04-22,수료,92.9
TRN0561,EMP133,AI/ML 기초,Technical,32,2024-09-28,2024-10-14,수료,78.2
TRN0562,EMP133,애자일 방법론,Management,16,2023-05-17,2023-05-25,수료,80.7
TRN0563,EMP135,AI/ML 실무,Technical,40,2024-02-24,2024-03-15,수료,93.0
TRN0564,EMP135,클라우드 컴퓨팅,Technical,24,2023-08-02,2023-08-14,수료,84.7
TRN0565,EMP137,효과적인 커뮤니케이션,Soft Skill,8,2024-03-03,2024-03-07,수료,75.4
TRN0566,EMP137,Python 기초,Technical,16,2023-05-07,2023-05-15,수료,74.6
TRN0567,EMP137,SQL 데이터베이스,Technical,16,2023-07-17,2023-07-25,수료,92.8
TRN0568,EMP137,AI/ML 기초,Technical,32,2023-12-24,2024-01-09,수료,93.0
TRN0569,EMP137,정보보안,Compliance,8,2021-10-16,2021-10-20,수료,89.9
TRN0570,EMP137,Python 심화,Technical,24,2022-01-24,2022-02-05,수료,86.3
TRN0571,EMP137,리더십 심화,Leadership,20,2022-08-18,2022-08-28,수료,98.6
TRN0572,EMP138,문제해결 기법,Soft Skill,12,2022-03-11,2022-03-17,수료,95.6
TRN0573,EMP138,SQL 데이터베이스,Technical,16,2022-11-07,2022-11-15,수료,71.0
TRN0574,EMP139,애자일 방법론,Management,16,2023-03-23,2023-03-31,수료,81.7
TRN0575,EMP139,프레젠테이션 스킬,Soft Skill,8,2023-02-26,2023-03-02,수료,84.7
TRN0576,EMP139,클라우드 컴퓨팅,Technical,24,2024-05-26,2024-06-07,수료,87.2
TRN0577,EMP139,리더십 기본,Leadership,16,2024-03-07,2024-03-15,수료,74.7
TRN0578,EMP141,프로젝트 관리 실무,Management,20,2022-09-20,2022-09-30,수료,78.5
TRN0579,EMP141,클라우드 컴퓨팅,Technical,24,2021-11-25,2021-12-07,수료,71.4
TRN0580,EMP141,AI/ML 실무,Technical,40,2024-01-29,2024-02-18,수료,94.3
TRN0581,EMP141,애자일 방법론,Management,16,2023-05-14,2023-05-22,수료,96.7
TRN0582,EMP141,협업 스킬 향상,Soft Skill,8,2022-09-08,2022-09-12,수료,82.8
TRN0583,EMP142,문제해결 기법,Soft Skill,12,2021-05-31,2021-06-06,수료,89.4
TRN0584,EMP142,AI/ML 기초,Technical,32,2023-05-14,2023-05-30,수료,90.6
TRN0585,EMP142,Python 심화,Technical,24,2021-10-02,2021-10-14,수료,75.1
TRN0586,EMP142,협업 스킬 향상,Soft Skill,8,2023-01-23,2023-01-27,수료,83.8
TRN0587,EMP143,문제해결 기법,Soft Skill,12,2022-09-29,2022-10-05,수료,87.6
TRN0588,EMP143,정보보안,Compliance,8,2023-07-30,2023-08-03,수료,81.7
TRN0589,EMP143,개인정보보호,Compliance,4,2024-04-17,2024-04-19,수료,84.7
TRN0590,EMP143,효과적인 커뮤니케이션,Soft Skill,8,2023-04-07,2023-04-11,수료,85.1
TRN0591,EMP144,협업 스킬 향상,Soft Skill,8,2020-12-23,2020-12-27,수료,86.1
TRN0592,EMP144,프레젠테이션 스킬,Soft Skill,8,2022-03-02,2022-03-06,수료,78.9
TRN0593,EMP144,애자일 방법론,Management,16,2023-10-09,2023-10-17,수료,76.8
TRN0594,EMP144,정보보안,Compliance,8,2021-01-26,2021-01-30,수료,87.3
TRN0595,EMP144,리더십 기본,Leadership,16,2023-11-16,2023-11-24,수료,72.0
TRN0596,EMP144,SQL 데이터베이스,Technical,16,2023-07-14,2023-07-22,수료,76.3
TRN0597,EMP144,리더십 심화,Leadership,20,2020-12-26,2021-01-05,수료,79.1
TRN0598,EMP144,개인정보보호,Compliance,4,2022-03-28,2022-03-30,수료,86.2
TRN0599,EMP145,문제해결 기법,Soft Skill,12,2023-01-10,2023-01-16,수료,90.1
TRN0600,EMP145,AI/ML 실무,Technical,40,2022-10-23,2022-11-12,수료,70.6
TRN0601,EMP145,프로젝트 관리 실무,Management,20,2023-04-01,2023-04-11,수료,75.6
TRN0602,EMP146,리더십 기본,Leadership,16,2023-10-22,2023-10-30,수료,95.6
TRN0603,EMP146,디자인 씽킹,Soft Skill,16,2022-09-11,2022-09-19,수료,91.8
TRN0604,EMP146,프로젝트 관리 실무,Management,20,2018-07-03,2018-07-13,수료,80.9
TRN0605,EMP146,정보보안,Compliance,8,2019-06-28,2019-07-02,수료,92.4
TRN0606,EMP146,협업 스킬 향상,Soft Skill,8,2021-03-13,2021-03-17,수료,82.3
TRN0607,EMP147,데이터 분석 실무,Technical,24,2023-03-07,2023-03-19,수료,77.7
TRN0608,EMP147,리더십 기본,Leadership,16,2024-01-23,2024-01-31,수료,77.2
TRN0609,EMP147,문제해결 기법,Soft Skill,12,2022-10-18,2022-10-24,수료,77.4
TRN0610,EMP147,효과적인 커뮤니케이션,Soft Skill,8,2023-03-31,2023-04-04,수료,86.8
TRN0611,EMP148,문제해결 기법,Soft Skill,12,2018-11-26,2018-12-02,수료,93.7
TRN0612,EMP148,Python 심화,Technical,24,2020-06-27,2020-07-09,수료,75.3
TRN0613,EMP148,리더십 기본,Leadership,16,2017-11-05,2017-11-13,미수료,84.6
TRN0614,EMP148,데이터 분석 실무,Technical,24,2017-08-06,2017-08-18,수료,96.9
TRN0615,EMP148,효과적인 커뮤니케이션,Soft Skill,8,2020-11-22,2020-11-26,수료,96.0
TRN0616,EMP149,AI/ML 기초,Technical,32,2021-12-10,2021-12-26,수료,87.1
TRN0617,EMP149,데이터 분석 실무,Technical,24,2023-12-17,2023-12-29,수료,85.7
TRN0618,EMP149,AI/ML 실무,Technical,40,2024-05-29,2024-06-18,수료,97.9
TRN0619,EMP149,문제해결 기법,Soft Skill,12,2022-07-26,2022-08-01,수료,72.7
TRN0620,EMP149,개인정보보호,Compliance,4,2024-07-08,2024-07-10,수료,94.2
TRN0621,EMP150,AI/ML 실무,Technical,40,2023-04-27,2023-05-17,수료,76.4
TRN0622,EMP150,리더십 심화,Leadership,20,2023-09-08,2023-09-18,수료,77.6
TRN0623,EMP150,문제해결 기법,Soft Skill,12,2024-07-26,2024-08-01,수료,86.0
TRN0624,EMP150,SQL 데이터베이스,Technical,16,2023-03-26,2023-04-03,수료,82.7
TRN0625,EMP151,리더십 심화,Leadership,20,2020-03-17,2020-03-27,수료,99.0
TRN0626,EMP151,프로젝트 관리 실무,Management,20,2023-07-19,2023-07-29,수료,92.2
TRN0627,EMP151,효과적인 커뮤니케이션,Soft Skill,8,2017-05-13,2017-05-17,수료,93.7
TRN0628,EMP151,프레젠테이션 스킬,Soft Skill,8,2019-06-10,2019-06-14,수료,81.5
TRN0629,EMP151,개인정보보호,Compliance,4,2023-12-02,2023-12-04,미수료,80.9
TRN0630,EMP151,AI/ML 기초,Technical,32,2024-06-08,2024-06-24,수료,96.0
TRN0631,EMP151,디자인 씽킹,Soft Skill,16,2021-09-18,2021-09-26,수료,97.3
TRN0632,EMP152,프로젝트 관리 실무,Management,20,2024-03-19,2024-03-29,수료,76.3
TRN0633,EMP152,애자일 방법론,Management,16,2017-07-11,2017-07-19,수료,88.9
TRN0634,EMP152,데이터 분석 실무,Technical,24,2024-04-29,2024-05-11,수료,93.7
TRN0635,EMP152,디자인 씽킹,Soft Skill,16,2018-10-20,2018-10-28,수료,94.7
TRN0636,EMP152,문제해결 기법,Soft Skill,12,2021-03-29,2021-04-04,수료,82.4
TRN0637,EMP153,협업 스킬 향상,Soft Skill,8,2019-09-10,2019-09-14,수료,88.1
TRN0638,EMP153,문제해결 기법,Soft Skill,12,2022-08-12,2022-08-18,수료,70.8
TRN0639,EMP153,SQL 데이터베이스,Technical,16,2019-07-14,2019-07-22,수료,75.5
TRN0640,EMP153,정보보안,Compliance,8,2023-12-03,2023-12-07,수료,74.1
TRN0641,EMP153,데이터 분석 실무,Technical,24,2023-06-11,2023-06-23,수료,79.2
TRN0642,EMP153,AI/ML 기초,Technical,32,2019-11-14,2019-11-30,수료,77.5
TRN0643,EMP153,효과적인 커뮤니케이션,Soft Skill,8,2020-05-28,2020-06-01,수료,90.6
TRN0644,EMP153,프로젝트 관리 실무,Management,20,2022-07-13,2022-07-23,수료,96.2
TRN0645,EMP154,프로젝트 관리 실무,Management,20,2020-03-25,2020-04-04,수료,82.4
TRN0646,EMP154,프레젠테이션 스킬,Soft Skill,8,2019-02-10,2019-02-14,수료,81.3
TRN0647,EMP154,협업 스킬 향상,Soft Skill,8,2023-06-20,2023-06-24,수료,98.4
TRN0648,EMP156,리더십 심화,Leadership,20,2016-05-29,2016-06-08,수료,82.9
TRN0649,EMP156,데이터 분석 실무,Technical,24,2018-10-08,2018-10-20,수료,98.7
TRN0650,EMP156,디자인 씽킹,Soft Skill,16,2017-10-04,2017-10-12,수료,73.5
TRN0651,EMP156,SQL 데이터베이스,Technical,16,2023-11-29,2023-12-07,수료,93.2
TRN0652,EMP156,효과적인 커뮤니케이션,Soft Skill,8,2020-12-09,2020-12-13,수료,84.8
TRN0653,EMP156,AI/ML 기초,Technical,32,2018-05-15,2018-05-31,수료,75.7
TRN0654,EMP156,정보보안,Compliance,8,2018-11-02,2018-11-06,수료,84.8
TRN0655,EMP157,문제해결 기법,Soft Skill,12,2024-09-25,2024-10-01,수료,90.3
TRN0656,EMP157,리더십 기본,Leadership,16,2022-06-17,2022-06-25,수료,93.8
TRN0657,EMP157,정보보안,Compliance,8,2020-04-10,2020-04-14,수료,77.9
TRN0658,EMP158,디자인 씽킹,Soft Skill,16,2023-02-14,2023-02-22,수료,84.1
TRN0659,EMP158,리더십 심화,Leadership,20,2024-04-12,2024-04-22,수료,90.8
TRN0660,EMP158,AI/ML 기초,Technical,32,2023-10-06,2023-10-22,수료,81.5
TRN0661,EMP158,애자일 방법론,Management,16,2023-01-09,2023-01-17,수료,77.7
TRN0662,EMP158,협업 스킬 향상,Soft Skill,8,2022-02-07,2022-02-11,수료,71.6
TRN0663,EMP158,문제해결 기법,Soft Skill,12,2024-06-12,2024-06-18,수료,97.2
TRN0664,EMP159,Python 심화,Technical,24,2021-01-05,2021-01-17,미수료,90.1
TRN0665,EMP159,Python 기초,Technical,16,2020-01-22,2020-01-30,미수료,86.8
TRN0666,EMP159,프로젝트 관리 실무,Management,20,2022-07-28,2022-08-07,수료,75.1
TRN0667,EMP159,클라우드 컴퓨팅,Technical,24,2022-01-30,2022-02-11,수료,96.3
TRN0668,EMP159,애자일 방법론,Management,16,2020-01-22,2020-01-30,수료,91.3
TRN0669,EMP159,리더십 기본,Leadership,16,2021-09-29,2021-10-07,수료,73.5
TRN0670,EMP160,효과적인 커뮤니케이션,Soft Skill,8,2019-03-17,2019-03-21,수료,97.8
TRN0671,EMP160,클라우드 컴퓨팅,Technical,24,2019-03-25,2019-04-06,수료,77.9
TRN0672,EMP161,프로젝트 관리 실무,Management,20,2020-10-04,2020-10-14,수료,97.7
TRN0673,EMP161,정보보안,Compliance,8,2023-12-31,2024-01-04,수료,74.5
TRN0674,EMP161,협업 스킬 향상,Soft Skill,8,2021-08-22,2021-08-26,수료,84.1
TRN0675,EMP161,리더십 기본,Leadership,16,2020-11-23,2020-12-01,수료,83.1
TRN0676,EMP161,데이터 분석 실무,Technical,24,2024-08-12,2024-08-24,수료,80.7
TRN0677,EMP161,프레젠테이션 스킬,Soft Skill,8,2024-07-03,2024-07-07,수료,73.4
TRN0678,EMP161,AI/ML 기초,Technical,32,2020-09-21,2020-10-07,수료,72.8
TRN0679,EMP161,리더십 심화,Leadership,20,2022-04-01,2022-04-11,수료,75.0
TRN0680,EMP162,프로젝트 관리 실무,Management,20,2020-02-11,2020-02-21,수료,72.3
TRN0681,EMP162,리더십 기본,Leadership,16,2023-09-04,2023-09-12,수료,96.6
TRN0682,EMP162,Python 기초,Technical,16,2018-05-19,2018-05-27,수료,99.4
TRN0683,EMP162,개인정보보호,Compliance,4,2019-06-16,2019-06-18,수료,87.7
TRN0684,EMP162,AI/ML 실무,Technical,40,2019-04-12,2019-05-02,수료,74.6
TRN0685,EMP162,애자일 방법론,Management,16,2018-12-31,2019-01-08,수료,91.2
TRN0686,EMP163,디자인 씽킹,Soft Skill,16,2023-05-20,2023-05-28,수료,83.6
TRN0687,EMP163,프로젝트 관리 실무,Management,20,2024-03-24,2024-04-03,미수료,97.2
TRN0688,EMP163,Python 기초,Technical,16,2022-05-29,2022-06-06,수료,95.9
TRN0689,EMP163,프레젠테이션 스킬,Soft Skill,8,2023-03-30,2023-04-03,수료,93.9
TRN0690,EMP163,클라우드 컴퓨팅,Technical,24,2024-05-13,2024-05-25,수료,98.6
TRN0691,EMP164,데이터 분석 실무,Technical,24,2024-02-18,2024-03-01,수료,82.0
TRN0692,EMP164,AI/ML 실무,Technical,40,2021-06-26,2021-07-16,수료,74.9
TRN0693,EMP164,프로젝트 관리 실무,Management,20,2023-08-12,2023-08-22,수료,89.4
TRN0694,EMP164,개인정보보호,Compliance,4,2024-02-07,2024-02-09,수료,73.6
TRN0695,EMP164,SQL 데이터베이스,Technical,16,2022-10-20,2022-10-28,수료,92.1
TRN0696,EMP166,효과적인 커뮤니케이션,Soft Skill,8,2022-06-06,2022-06-10,수료,84.7
TRN0697,EMP166,AI/ML 기초,Technical,32,2022-07-18,2022-08-03,수료,86.9
TRN0698,EMP166,SQL 데이터베이스,Technical,16,2022-09-28,2022-10-06,수료,82.7
TRN0699,EMP166,문제해결 기법,Soft Skill,12,2022-06-08,2022-06-14,수료,83.0
TRN0700,EMP167,데이터 분석 실무,Technical,24,2022-07-28,2022-08-09,수료,91.4
TRN0701,EMP167,Python 심화,Technical,24,2024-07-21,2024-08-02,수료,88.9
TRN0702,EMP167,협업 스킬 향상,Soft Skill,8,2023-06-01,2023-06-05,수료,84.0
TRN0703,EMP167,리더십 심화,Leadership,20,2022-03-02,2022-03-12,수료,84.3
TRN0704,EMP167,클라우드 컴퓨팅,Technical,24,2022-05-12,2022-05-24,미수료,90.5
TRN0705,EMP168,리더십 심화,Leadership,20,2023-03-27,2023-04-06,수료,72.3
TRN0706,EMP168,정보보안,Compliance,8,2017-05-13,2017-05-17,수료,85.3
TRN0707,EMP168,문제해결 기법,Soft Skill,12,2021-06-28,2021-07-04,수료,89.8
TRN0708,EMP168,효과적인 커뮤니케이션,Soft Skill,8,2023-03-27,2023-03-31,수료,80.7
TRN0709,EMP169,데이터 분석 실무,Technical,24,2024-01-07,2024-01-19,수료,75.5
TRN0710,EMP169,정보보안,Compliance,8,2023-03-27,2023-03-31,수료,82.5
TRN0711,EMP169,Python 기초,Technical,16,2022-03-02,2022-03-10,수료,91.7
TRN0712,EMP169,Python 심화,Technical,24,2023-11-15,2023-11-27,수료,78.0
TRN0713,EMP169,AI/ML 기초,Technical,32,2020-12-04,2020-12-20,수료,72.3
TRN0714,EMP169,협업 스킬 향상,Soft Skill,8,2021-09-26,2021-09-30,수료,73.2
TRN0715,EMP170,Python 기초,Technical,16,2024-06-08,2024-06-16,수료,82.2
TRN0716,EMP170,개인정보보호,Compliance,4,2024-07-17,2024-07-19,수료,94.4
TRN0717,EMP170,AI/ML 실무,Technical,40,2023-02-17,2023-03-09,수료,98.9
TRN0718,EMP170,Python 심화,Technical,24,2023-07-07,2023-07-19,수료,72.6
TRN0719,EMP170,정보보안,Compliance,8,2020-08-07,2020-08-11,수료,73.4
TRN0720,EMP170,데이터 분석 실무,Technical,24,2019-04-07,2019-04-19,수료,75.6
TRN0721,EMP171,리더십 기본,Leadership,16,2023-09-08,2023-09-16,수료,77.3
TRN0722,EMP171,클라우드 컴퓨팅,Technical,24,2023-06-08,2023-06-20,수료,86.2
TRN0723,EMP172,애자일 방법론,Management,16,2020-08-01,2020-08-09,수료,70.7
TRN0724,EMP172,디자인 씽킹,Soft Skill,16,2020-10-14,2020-10-22,수료,92.2
TRN0725,EMP173,클라우드 컴퓨팅,Technical,24,2024-05-12,2024-05-24,수료,78.8
TRN0726,EMP173,개인정보보호,Compliance,4,2022-03-11,2022-03-13,수료,70.2
TRN0727,EMP173,Python 기초,Technical,16,2022-08-22,2022-08-30,미수료,95.5
TRN0728,EMP173,문제해결 기법,Soft Skill,12,2024-04-15,2024-04-21,수료,86.6
TRN0729,EMP173,리더십 심화,Leadership,20,2021-01-22,2021-02-01,수료,82.0
TRN0730,EMP174,클라우드 컴퓨팅,Technical,24,2022-07-16,2022-07-28,수료,71.9
TRN0731,EMP174,리더십 심화,Leadership,20,2022-12-10,2022-12-20,수료,84.2
TRN0732,EMP174,Python 심화,Technical,24,2022-01-30,2022-02-11,수료,89.4
TRN0733,EMP174,프로젝트 관리 실무,Management,20,2021-10-27,2021-11-06,수료,70.6
TRN0734,EMP174,Python 기초,Technical,16,2020-12-02,2020-12-10,수료,84.1
TRN0735,EMP174,리더십 기본,Leadership,16,2021-10-06,2021-10-14,수료,76.6
TRN0736,EMP175,협업 스킬 향상,Soft Skill,8,2022-07-30,2022-08-03,미수료,95.0
TRN0737,EMP175,디자인 씽킹,Soft Skill,16,2024-01-18,2024-01-26,수료,93.9
TRN0738,EMP175,효과적인 커뮤니케이션,Soft Skill,8,2021-04-18,2021-04-22,수료,78.5
TRN0739,EMP175,정보보안,Compliance,8,2020-11-14,2020-11-18,수료,73.9
TRN0740,EMP175,클라우드 컴퓨팅,Technical,24,2021-07-04,2021-07-16,수료,84.8
TRN0741,EMP175,AI/ML 기초,Technical,32,2022-09-20,2022-10-06,수료,84.8
TRN0742,EMP175,AI/ML 실무,Technical,40,2021-09-14,2021-10-04,수료,71.4
TRN0743,EMP176,AI/ML 기초,Technical,32,2021-07-03,2021-07-19,수료,75.2
TRN0744,EMP176,프로젝트 관리 실무,Management,20,2022-04-29,2022-05-09,수료,71.9
TRN0745,EMP179,리더십 심화,Leadership,20,2022-09-17,2022-09-27,수료,93.1
TRN0746,EMP179,SQL 데이터베이스,Technical,16,2021-09-22,2021-09-30,수료,95.6
TRN0747,EMP179,개인정보보호,Compliance,4,2019-11-23,2019-11-25,수료,97.8
TRN0748,EMP179,클라우드 컴퓨팅,Technical,24,2023-08-21,2023-09-02,수료,98.9
TRN0749,EMP179,효과적인 커뮤니케이션,Soft Skill,8,2019-12-21,2019-12-25,미수료,93.4
TRN0750,EMP179,프레젠테이션 스킬,Soft Skill,8,2019-11-14,2019-11-18,수료,71.3
TRN0751,EMP180,프레젠테이션 스킬,Soft Skill,8,2019-10-05,2019-10-09,수료,74.7
TRN0752,EMP180,SQL 데이터베이스,Technical,16,2020-09-24,2020-10-02,수료,92.9
TRN0753,EMP181,SQL 데이터베이스,Technical,16,2016-12-14,2016-12-22,수료,76.1
TRN0754,EMP181,효과적인 커뮤니케이션,Soft Skill,8,2020-01-26,2020-01-30,수료,70.2
TRN0755,EMP181,AI/ML 기초,Technical,32,2020-09-20,2020-10-06,수료,85.2
TRN0756,EMP181,프레젠테이션 스킬,Soft Skill,8,2016-05-13,2016-05-17,수료,91.5
TRN0757,EMP181,문제해결 기법,Soft Skill,12,2020-01-23,2020-01-29,수료,89.9
TRN0758,EMP182,정보보안,Compliance,8,2016-12-23,2016-12-27,수료,82.4
TRN0759,EMP182,문제해결 기법,Soft Skill,12,2020-01-08,2020-01-14,수료,98.6
TRN0760,EMP182,리더십 심화,Leadership,20,2021-03-21,2021-03-31,수료,80.9
TRN0761,EMP183,디자인 씽킹,Soft Skill,16,2016-12-23,2016-12-31,수료,85.5
TRN0762,EMP183,효과적인 커뮤니케이션,Soft Skill,8,2017-08-25,2017-08-29,수료,79.4
TRN0763,EMP184,프레젠테이션 스킬,Soft Skill,8,2020-09-09,2020-09-13,수료,71.7
TRN0764,EMP184,문제해결 기법,Soft Skill,12,2022-04-25,2022-05-01,수료,96.6
TRN0765,EMP184,Python 심화,Technical,24,2022-05-30,2022-06-11,수료,79.4
TRN0766,EMP184,리더십 기본,Leadership,16,2022-11-09,2022-11-17,수료,78.4
TRN0767,EMP184,AI/ML 실무,Technical,40,2020-08-23,2020-09-12,수료,83.4
TRN0768,EMP184,Python 기초,Technical,16,2021-04-19,2021-04-27,수료,88.7
TRN0769,EMP184,협업 스킬 향상,Soft Skill,8,2023-12-16,2023-12-20,수료,96.6
TRN0770,EMP184,AI/ML 기초,Technical,32,2023-07-14,2023-07-30,수료,96.4
TRN0771,EMP185,Python 심화,Technical,24,2019-08-30,2019-09-11,수료,92.2
TRN0772,EMP185,협업 스킬 향상,Soft Skill,8,2016-09-13,2016-09-17,수료,86.2
TRN0773,EMP186,데이터 분석 실무,Technical,24,2023-10-19,2023-10-31,수료,89.1
TRN0774,EMP186,정보보안,Compliance,8,2022-05-27,2022-05-31,수료,93.9
TRN0775,EMP186,애자일 방법론,Management,16,2023-12-31,2024-01-08,수료,95.0
TRN0776,EMP189,정보보안,Compliance,8,2020-01-18,2020-01-22,수료,80.6
TRN0777,EMP189,SQL 데이터베이스,Technical,16,2017-09-02,2017-09-10,수료,98.2
TRN0778,EMP189,Python 심화,Technical,24,2022-03-03,2022-03-15,수료,92.1
TRN0779,EMP189,문제해결 기법,Soft Skill,12,2022-03-21,2022-03-27,수료,77.1
TRN0780,EMP189,프레젠테이션 스킬,Soft Skill,8,2023-08-29,2023-09-02,수료,96.8
TRN0781,EMP190,개인정보보호,Compliance,4,2023-07-30,2023-08-01,수료,94.5
TRN0782,EMP190,리더십 심화,Leadership,20,2024-05-20,2024-05-30,수료,91.4
TRN0783,EMP190,AI/ML 기초,Technical,32,2024-03-27,2024-04-12,수료,73.2
TRN0784,EMP190,효과적인 커뮤니케이션,Soft Skill,8,2024-03-23,2024-03-27,수료,94.7
TRN0785,EMP192,디자인 씽킹,Soft Skill,16,2021-02-20,2021-02-28,수료,72.5
TRN0786,EMP192,SQL 데이터베이스,Technical,16,2017-01-23,2017-01-31,수료,73.9
TRN0787,EMP192,효과적인 커뮤니케이션,Soft Skill,8,2018-10-10,2018-10-14,수료,81.1
TRN0788,EMP192,AI/ML 기초,Technical,32,2022-04-08,2022-04-24,수료,86.8
TRN0789,EMP195,AI/ML 실무,Technical,40,2023-11-01,2023-11-21,미수료,94.7
TRN0790,EMP195,프로젝트 관리 실무,Management,20,2017-03-31,2017-04-10,수료,84.5
TRN0791,EMP195,클라우드 컴퓨팅,Technical,24,2020-10-04,2020-10-16,수료,91.1
TRN0792,EMP195,협업 스킬 향상,Soft Skill,8,2021-07-24,2021-07-28,수료,76.4
TRN0793,EMP195,리더십 기본,Leadership,16,2020-12-07,2020-12-15,수료,74.7
TRN0794,EMP195,리더십 심화,Leadership,20,2021-11-23,2021-12-03,수료,98.6
TRN0795,EMP195,AI/ML 기초,Technical,32,2022-05-17,2022-06-02,수료,73.3
TRN0796,EMP195,개인정보보호,Compliance,4,2019-10-09,2019-10-11,수료,71.2
TRN0797,EMP196,SQL 데이터베이스,Technical,16,2023-08-14,2023-08-22,수료,84.6
TRN0798,EMP196,AI/ML 기초,Technical,32,2022-12-20,2023-01-05,수료,87.7
TRN0799,EMP196,애자일 방법론,Management,16,2022-09-14,2022-09-22,수료,79.2
