review_id,employee_id,review_period,final_grade,manager_comment_development
REV0640,EMP144,2023 H2,A,반기 목표 105% 달성. 팀 목표 달성에 기여. 리더십 기회 제공 검토.
REV0641,EMP144,2024 H1,A,반기 목표 119% 달성. 팀 목표 달성에 기여. 전문가 트랙 육성.
REV0642,EMP145,2022 H1,B,기본 목표 달성. 평균 수준 성과. 커뮤니케이션 개선 필요.
REV0643,EMP145,2022 H2,C,목표 달성률 75%. 태도 문제 파악. PIP 수립 시급.
REV0644,EMP145,2023 H1,B,평균적 성과. 성장 정체 우려. 멘토 배정 지원.
REV0645,EMP145,2023 H2,C,목표 달성률 73%. 역량 부족 파악. 멘토링 강화 시급.
REV0646,EMP145,2024 H1,B,기본 목표 달성. 무난한 업무 처리. 기술 역량 보완 필요.
REV0647,EMP146,2022 H1,D,심각한 수준의 저성과. 근본 원인 파악 필요. 업무 전환.
REV0648,EMP146,2022 H2,A,책임감과 실행력 우수. 핵심 프로젝트 투입.
REV0649,EMP146,2023 H1,A,협업 및 소통 역량 우수. 핵심 프로젝트 투입.
REV0650,EMP146,2023 H2,B,기본 목표 달성. 평균 수준 성과. 효율성 제고 필요.
REV0651,EMP146,2024 H1,D,심각한 수준의 저성과. 근본 원인 파악 필요. 업무 전환.
REV0652,EMP147,2022 H1,B,맡은 일은 하나 확장성 없음. 더 높은 목표 설정 권장 필요.
REV0653,EMP147,2022 H2,C,목표 달성률 62%. 협업 어려움 파악. PIP 수립 시급.
REV0654,EMP147,2023 H1,B,평균적 성과. 성장 정체 우려. 멘토 배정 지원.
REV0655,EMP147,2023 H2,A,우수한 성과. 전략적 사고 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0656,EMP147,2024 H1,A,프로젝트 수행 능력 우수. 보상 인센티브.
REV0657,EMP148,2022 H1,B,평균적 성과. 수동적 업무 태도. 1:1 코칭 지원.
REV0658,EMP148,2022 H2,A,반기 목표 110% 달성. 팀 목표 달성에 기여. 승진 후보 검토.
REV0659,EMP148,2023 H1,A,반기 목표 113% 달성. 팀 목표 달성에 기여. 승진 후보 검토.
REV0660,EMP148,2023 H2,A,우수한 성과. 전략적 사고 개발 시 S등급 도약 가능. 멘토링 프로그램.
REV0661,EMP148,2024 H1,C,목표 달성률 69%. 태도 문제 파악. 집중 육성 시급.
REV0662,EMP149,2022 H1,D,심각한 수준의 저성과. 근본 원인 파악 필요. 고용 유지 재검토.
REV0663,EMP149,2022 H2,B,평균적 성과. 성장 정체 우려. 1:1 코칭 지원.
REV0664,EMP149,2023 H1,A,우수한 성과. 글로벌 마인드 개발 시 S등급 도약 가능. 교육 투자 예정.
REV0665,EMP149,2023 H2,C,목표 달성률 75%. 역량 부족 파악. PIP 수립 시급.
REV0666,EMP149,2024 H1,C,목표 달성률 69%. 우선순위 오류 파악. 업무 재배치 시급.
REV0667,EMP150,2022 H2,B,평균적 성과. 성장 정체 우려. 개선 계획 지원.
REV0668,EMP150,2023 H1,C,기대 이하 성과. 3개월 내 태도 변화 없으면 추가 조치.
REV0669,EMP150,2023 H2,A,반기 목표 105% 달성. 안정적이고 우수한 성과. 전문가 트랙 육성.
REV0670,EMP150,2024 H1,B,평범한 수준. 시야 확대 필요.
REV0671,EMP151,2022 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 교육 기회 지원.
REV0672,EMP151,2022 H2,A,반기 목표 108% 달성. 안정적이고 우수한 성과. 리더십 기회 제공 검토.
REV0673,EMP151,2023 H1,C,개선 미흡. 3개월 내 명확한 개선 없으면 진로 상담.
REV0674,EMP151,2023 H2,A,우수한 성과. 혁신 역량 개발 시 S등급 도약 가능. 해외 연수 검토.
REV0675,EMP151,2024 H1,B,기본 목표 달성. 평균 수준 성과. 커뮤니케이션 개선 필요.
REV0676,EMP152,2022 H1,C,목표 달성률 73%. 협업 어려움 파악. 업무 재배치 시급.
REV0677,EMP152,2022 H2,A,반기 목표 112% 달성. 기대에 부응하는 기여. 도전적 과제 부여.
REV0678,EMP152,2023 H1,C,기대 이하 성과. 3개월 내 태도 변화 없으면 재배치 검토.
REV0679,EMP152,2023 H2,B,평범한 수준. 더 높은 목표 설정 권장 필요.
REV0680,EMP152,2024 H1,B,기본 목표 달성. 무난한 업무 처리. 커뮤니케이션 개선 필요.
REV0681,EMP153,2022 H1,B,평범한 수준. 더 높은 목표 설정 권장 필요.
REV0682,EMP153,2022 H2,D,심각한 수준의 저성과. 즉시 개선 조치 필요. PIP 즉시 적용.
REV0683,EMP153,2023 H1,B,평균적 성과. 수동적 업무 태도. 개선 계획 지원.
REV0684,EMP153,2023 H2,B,기본 목표 달성. 평균 수준 성과. 기술 역량 보완 필요.
REV0685,EMP153,2024 H1,A,반기 목표 113% 달성. 전문성을 바탕으로 한 성과. 승진 후보 검토.
REV0686,EMP154,2022 H1,D,심각한 수준의 저성과. 적합성 검토 필요. PIP 즉시 적용.
REV0687,EMP154,2022 H2,B,평균적 성과. 성장 정체 우려. 교육 기회 지원.
REV0688,EMP154,2023 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 멘토 배정 지원.
REV0689,EMP154,2023 H2,B,평범한 수준. 더 높은 목표 설정 권장 필요.
REV0690,EMP154,2024 H1,A,우수한 성과. 리더십 역량 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0691,EMP155,2024 H1,B,기본 목표 달성. 무난한 업무 처리. 주도성 강화 필요.
REV0692,EMP156,2022 H1,D,심각한 수준의 저성과. 역량 재평가 필요. PIP 즉시 적용.
REV0693,EMP156,2022 H2,C,반복적 실수. 3개월 내 태도 변화 없으면 추가 조치.
REV0694,EMP156,2023 H1,A,반기 목표 116% 달성. 팀 목표 달성에 기여. 리더십 기회 제공 검토.
REV0695,EMP156,2023 H2,B,평균적 성과. 수동적 업무 태도. 교육 기회 지원.
REV0696,EMP156,2024 H1,A,책임감과 실행력 우수. 역량 확장 지원.
REV0697,EMP157,2022 H1,C,목표 달성률 60%. 우선순위 오류 파악. 집중 육성 시급.
REV0698,EMP157,2022 H2,A,협업 및 소통 역량 우수. 보상 인센티브.
REV0699,EMP157,2023 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 교육 기회 지원.
REV0700,EMP157,2023 H2,B,기본 목표 달성. 품질 기준 충족. 효율성 제고 필요.
REV0701,EMP157,2024 H1,S,기대를 크게 상회하는 성과. 프로젝트 수주 기여. 회사의 미래를 책임질 핵심 인재.
REV0702,EMP158,2022 H1,B,기본 목표 달성. 평균 수준 성과. 효율성 제고 필요.
REV0703,EMP158,2022 H2,B,맡은 일은 하나 확장성 없음. 적극성 제고 필요.
REV0704,EMP158,2023 H1,A,우수한 성과. 혁신 역량 개발 시 S등급 도약 가능. 교육 투자 예정.
REV0705,EMP158,2023 H2,B,평범한 수준. 자기주도적 개선 필요.
REV0706,EMP158,2024 H1,B,평균적 성과. 혁신 시도 미흡. 교육 기회 지원.
REV0707,EMP159,2022 H1,D,심각한 수준의 저성과. 즉시 개선 조치 필요. 고용 유지 재검토.
REV0708,EMP159,2022 H2,B,안정적이나 도전 부족. 적극성 제고 필요.
REV0709,EMP159,2023 H1,C,반복적 실수. 3개월 내 역량 향상 없으면 추가 조치.
REV0710,EMP159,2023 H2,C,목표 달성률 71%. 태도 문제 파악. PIP 수립 시급.
REV0711,EMP159,2024 H1,C,목표 달성률 68%. 태도 문제 파악. 멘토링 강화 시급.
REV0712,EMP160,2022 H1,S,반기 목표 139% 달성으로 탁월한 성과. 기술적 난제 해결로 회사 발전 기여. 승진 적극 추천.
REV0713,EMP160,2022 H2,B,기대치 수준. 자기주도적 개선 필요.
REV0714,EMP160,2023 H1,B,기본 목표 달성. 무난한 업무 처리. 커뮤니케이션 개선 필요.
REV0715,EMP160,2023 H2,D,심각한 수준의 저성과. 근본 원인 파악 필요. 전문가 코칭.
REV0716,EMP160,2024 H1,C,개선 미흡. 3개월 내 구체적 발전 없으면 재배치 검토.
REV0717,EMP161,2022 H1,C,반복적 실수. 3개월 내 역량 향상 없으면 재배치 검토.
REV0718,EMP161,2022 H2,B,맡은 일은 하나 확장성 없음. 자기주도적 개선 필요.
REV0719,EMP161,2023 H1,B,평균적 성과. 수동적 업무 태도. 1:1 코칭 지원.
REV0720,EMP161,2023 H2,A,협업 및 소통 역량 우수. 역량 확장 지원.
REV0721,EMP161,2024 H1,B,기본 목표 달성. 품질 기준 충족. 기술 역량 보완 필요.
REV0722,EMP162,2022 H1,B,맡은 일은 하나 확장성 없음. 시야 확대 필요.
REV0723,EMP162,2022 H2,B,기본 목표 달성. 평균 수준 성과. 효율성 제고 필요.
REV0724,EMP162,2023 H1,B,평균적 성과. 혁신 시도 미흡. 교육 기회 지원.
REV0725,EMP162,2023 H2,A,프로젝트 수행 능력 우수. 역량 확장 지원.
REV0726,EMP162,2024 H1,A,책임감과 실행력 우수. 지속적 성장 기대.
REV0727,EMP163,2022 H1,B,안정적이나 도전 부족. 더 높은 목표 설정 권장 필요.
REV0728,EMP163,2022 H2,B,기본 목표 달성. 평균 수준 성과. 기술 역량 보완 필요.
REV0729,EMP163,2023 H1,C,목표 달성률 73%. 협업 어려움 파악. 업무 재배치 시급.
REV0730,EMP163,2023 H2,C,목표 달성률 73%. 태도 문제 파악. 집중 육성 시급.
REV0731,EMP163,2024 H1,B,평범한 수준. 적극성 제고 필요.
REV0732,EMP164,2022 H1,S,탁월한 실행력으로 조직에 큰 가치 창출. 차세대 리더 육성 대상.
REV0733,EMP164,2022 H2,B,기본 목표 달성. 무난한 업무 처리. 주도성 강화 필요.
REV0734,EMP164,2023 H1,D,심각한 수준의 저성과. 적합성 검토 필요. 업무 전환.
REV0735,EMP164,2023 H2,B,평균적 성과. 혁신 시도 미흡. 1:1 코칭 지원.
REV0736,EMP164,2024 H1,C,기대 이하 성과. 3개월 내 명확한 개선 없으면 진로 상담.
REV0737,EMP166,2022 H1,B,기본 목표 달성. 무난한 업무 처리. 효율성 제고 필요.
REV0738,EMP166,2022 H2,B,기대치 수준. 더 높은 목표 설정 권장 필요.
REV0739,EMP166,2023 H1,B,기본 목표 달성. 무난한 업무 처리. 기술 역량 보완 필요.
REV0740,EMP166,2023 H2,B,기본 목표 달성. 평균 수준 성과. 기술 역량 보완 필요.
REV0741,EMP166,2024 H1,B,평균적 성과. 성장 정체 우려. 교육 기회 지원.
REV0742,EMP167,2022 H1,D,심각한 수준의 저성과. 근본 원인 파악 필요. 고용 유지 재검토.
REV0743,EMP167,2022 H2,C,목표 달성률 73%. 협업 어려움 파악. 업무 재배치 시급.
REV0744,EMP167,2023 H1,A,반기 목표 112% 달성. 전문성을 바탕으로 한 성과. 리더십 기회 제공 검토.
REV0745,EMP167,2023 H2,C,개선 미흡. 3개월 내 구체적 발전 없으면 진로 상담.
REV0746,EMP167,2024 H1,B,평균적 성과. 성장 정체 우려. 교육 기회 지원.
REV0747,EMP168,2022 H1,S,뛰어난 리더십으로 조직에 큰 가치 창출. 보상 패키지 재검토.
REV0748,EMP168,2022 H2,A,프로젝트 수행 능력 우수. 보상 인센티브.
REV0749,EMP168,2023 H1,A,우수한 성과. 리더십 역량 개발 시 S등급 도약 가능. 해외 연수 검토.
REV0750,EMP168,2023 H2,B,평균적 성과. 프로세스 개선 기여도 낮음. 개선 계획 지원.
REV0751,EMP168,2024 H1,A,반기 목표 111% 달성. 기대에 부응하는 기여. 리더십 기회 제공 검토.
REV0752,EMP169,2022 H1,A,책임감과 실행력 우수. 핵심 프로젝트 투입.
REV0753,EMP169,2022 H2,B,기본 목표 달성. 품질 기준 충족. 커뮤니케이션 개선 필요.
REV0754,EMP169,2023 H1,A,반기 목표 108% 달성. 안정적이고 우수한 성과. 승진 후보 검토.
REV0755,EMP169,2023 H2,B,안정적이나 도전 부족. 시야 확대 필요.
REV0756,EMP169,2024 H1,C,목표 달성률 61%. 우선순위 오류 파악. 멘토링 강화 시급.
REV0757,EMP170,2022 H1,B,기본 목표 달성. 품질 기준 충족. 주도성 강화 필요.
REV0758,EMP170,2022 H2,A,협업 및 소통 역량 우수. 지속적 성장 기대.
REV0759,EMP170,2023 H1,C,반복적 실수. 3개월 내 구체적 발전 없으면 재배치 검토.
REV0760,EMP170,2023 H2,B,평균적 성과. 혁신 시도 미흡. 멘토 배정 지원.
REV0761,EMP170,2024 H1,D,심각한 수준의 저성과. 즉시 개선 조치 필요. PIP 즉시 적용.
REV0762,EMP171,2022 H1,C,개선 미흡. 3개월 내 명확한 개선 없으면 추가 조치.
REV0763,EMP171,2022 H2,B,기본 목표 달성. 일부 지연 발생. 효율성 제고 필요.
REV0764,EMP171,2023 H1,A,반기 목표 110% 달성. 기대에 부응하는 기여. 전문가 트랙 육성.
REV0765,EMP171,2023 H2,A,반기 목표 111% 달성. 전문성을 바탕으로 한 성과. 승진 후보 검토.
REV0766,EMP171,2024 H1,C,목표 달성률 66%. 협업 어려움 파악. PIP 수립 시급.
REV0767,EMP172,2022 H1,A,우수한 성과. 전략적 사고 개발 시 S등급 도약 가능. 교육 투자 예정.
REV0768,EMP172,2022 H2,A,우수한 성과. 전략적 사고 개발 시 S등급 도약 가능. 멘토링 프로그램.
REV0769,EMP172,2023 H1,S,창의적 문제 해결으로 조직에 큰 가치 창출. 차세대 리더 육성 대상.
REV0770,EMP172,2023 H2,A,우수한 성과. 글로벌 마인드 개발 시 S등급 도약 가능. 해외 연수 검토.
REV0771,EMP172,2024 H1,C,목표 달성률 73%. 협업 어려움 파악. 멘토링 강화 시급.
REV0772,EMP173,2022 H1,C,목표 달성률 62%. 협업 어려움 파악. 집중 육성 시급.
REV0773,EMP173,2022 H2,C,개선 미흡. 3개월 내 태도 변화 없으면 추가 조치.
REV0774,EMP173,2023 H1,A,우수한 성과. 전략적 사고 개발 시 S등급 도약 가능. 해외 연수 검토.
REV0775,EMP173,2023 H2,C,목표 달성률 61%. 역량 부족 파악. 멘토링 강화 시급.
REV0776,EMP173,2024 H1,A,기술적 전문성 우수. 지속적 성장 기대.
REV0777,EMP174,2022 H1,B,기본 목표 달성. 평균 수준 성과. 효율성 제고 필요.
REV0778,EMP174,2022 H2,C,목표 달성률 75%. 우선순위 오류 파악. 집중 육성 시급.
REV0779,EMP174,2023 H1,A,우수한 성과. 글로벌 마인드 개발 시 S등급 도약 가능. 해외 연수 검토.
REV0780,EMP174,2023 H2,C,반복적 실수. 3개월 내 역량 향상 없으면 계약 갱신 논의.
REV0781,EMP174,2024 H1,C,개선 미흡. 3개월 내 역량 향상 없으면 추가 조치.
REV0782,EMP175,2022 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 멘토 배정 지원.
REV0783,EMP175,2022 H2,C,반복적 실수. 3개월 내 태도 변화 없으면 추가 조치.
REV0784,EMP175,2023 H1,B,맡은 일은 하나 확장성 없음. 적극성 제고 필요.
REV0785,EMP175,2023 H2,B,안정적이나 도전 부족. 자기주도적 개선 필요.
REV0786,EMP175,2024 H1,C,기대 이하 성과. 3개월 내 역량 향상 없으면 계약 갱신 논의.
REV0787,EMP176,2022 H1,S,탁월한 실행력으로 조직에 큰 가치 창출. 보상 패키지 재검토.
REV0788,EMP176,2022 H2,C,목표 달성률 68%. 협업 어려움 파악. PIP 수립 시급.
REV0789,EMP176,2023 H1,A,우수한 성과. 리더십 역량 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0790,EMP176,2023 H2,A,우수한 성과. 전략적 사고 개발 시 S등급 도약 가능. 해외 연수 검토.
REV0791,EMP176,2024 H1,A,반기 목표 110% 달성. 팀 목표 달성에 기여. 승진 후보 검토.
REV0792,EMP177,2024 H1,A,책임감과 실행력 우수. 지속적 성장 기대.
REV0793,EMP178,2024 H1,S,반기 목표 132% 달성으로 탁월한 성과. 팀 전체 성과 향상에 기여. 보상 상향 필요.
REV0794,EMP179,2022 H1,B,평균적 성과. 혁신 시도 미흡. 1:1 코칭 지원.
REV0795,EMP179,2022 H2,B,평균적 성과. 프로세스 개선 기여도 낮음. 멘토 배정 지원.
REV0796,EMP179,2023 H1,D,심각한 수준의 저성과. 근본 원인 파악 필요. 업무 전환.
REV0797,EMP179,2023 H2,B,기대치 수준. 더 높은 목표 설정 권장 필요.
REV0798,EMP179,2024 H1,C,목표 이해 부족. 3개월 내 역량 향상 없으면 계약 갱신 논의.
REV0799,EMP180,2022 H1,S,기대를 크게 상회하는 성과. 고객사로부터 극찬. 회사의 미래를 책임질 핵심 인재.
REV0800,EMP180,2022 H2,A,기술적 전문성 우수. 보상 인센티브.
REV0801,EMP180,2023 H1,A,반기 목표 118% 달성. 팀 목표 달성에 기여. 전문가 트랙 육성.
REV0802,EMP180,2023 H2,B,맡은 일은 하나 확장성 없음. 적극성 제고 필요.
REV0803,EMP180,2024 H1,D,심각한 수준의 저성과. 근본 원인 파악 필요. 전문가 코칭.
REV0804,EMP181,2022 H1,S,반기 목표 134% 달성으로 탁월한 성과. 혁신적 아이디어로 비즈니스 임팩트. 핵심인재로 관리.
REV0805,EMP181,2022 H2,D,심각한 수준의 저성과. 적합성 검토 필요. 업무 전환.
REV0806,EMP181,2023 H1,C,목표 달성률 70%. 역량 부족 파악. 집중 육성 시급.
REV0807,EMP181,2023 H2,C,목표 달성률 71%. 태도 문제 파악. PIP 수립 시급.
REV0808,EMP181,2024 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 멘토 배정 지원.
REV0809,EMP182,2022 H1,B,기본 목표 달성. 무난한 업무 처리. 기술 역량 보완 필요.
REV0810,EMP182,2022 H2,B,평범한 수준. 자기주도적 개선 필요.
REV0811,EMP182,2023 H1,B,기본 목표 달성. 품질 기준 충족. 기술 역량 보완 필요.
REV0812,EMP182,2023 H2,A,프로젝트 수행 능력 우수. 보상 인센티브.
REV0813,EMP182,2024 H1,C,개선 미흡. 3개월 내 명확한 개선 없으면 재배치 검토.
REV0814,EMP183,2022 H1,B,기본 목표 달성. 평균 수준 성과. 기술 역량 보완 필요.
REV0815,EMP183,2022 H2,D,심각한 수준의 저성과. 근본 원인 파악 필요. PIP 즉시 적용.
REV0816,EMP183,2023 H1,A,반기 목표 114% 달성. 안정적이고 우수한 성과. 도전적 과제 부여.
REV0817,EMP183,2023 H2,B,평범한 수준. 시야 확대 필요.
REV0818,EMP183,2024 H1,D,심각한 수준의 저성과. 적합성 검토 필요. 전문가 코칭.
REV0819,EMP184,2022 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 개선 계획 지원.
REV0820,EMP184,2022 H2,A,협업 및 소통 역량 우수. 역량 확장 지원.
REV0821,EMP184,2023 H1,D,심각한 수준의 저성과. 즉시 개선 조치 필요. PIP 즉시 적용.
REV0822,EMP184,2023 H2,B,기본 목표 달성. 품질 기준 충족. 효율성 제고 필요.
REV0823,EMP184,2024 H1,A,반기 목표 119% 달성. 안정적이고 우수한 성과. 승진 후보 검토.
REV0824,EMP185,2022 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 교육 기회 지원.
REV0825,EMP185,2022 H2,A,우수한 성과. 글로벌 마인드 개발 시 S등급 도약 가능. 멘토링 프로그램.
REV0826,EMP185,2023 H1,B,평균적 성과. 성장 정체 우려. 개선 계획 지원.
REV0827,EMP185,2023 H2,C,반복적 실수. 3개월 내 구체적 발전 없으면 추가 조치.
REV0828,EMP185,2024 H1,A,우수한 성과. 혁신 역량 개발 시 S등급 도약 가능. 멘토링 프로그램.
REV0829,EMP186,2022 H1,A,협업 및 소통 역량 우수. 역량 확장 지원.
REV0830,EMP186,2022 H2,D,심각한 수준의 저성과. 역량 재평가 필요. 고용 유지 재검토.
REV0831,EMP186,2023 H1,B,안정적이나 도전 부족. 시야 확대 필요.
REV0832,EMP186,2023 H2,D,심각한 수준의 저성과. 역량 재평가 필요. 고용 유지 재검토.
REV0833,EMP186,2024 H1,B,기본 목표 달성. 일부 지연 발생. 주도성 강화 필요.
REV0834,EMP189,2022 H1,B,기본 목표 달성. 무난한 업무 처리. 커뮤니케이션 개선 필요.
REV0835,EMP189,2022 H2,D,심각한 수준의 저성과. 근본 원인 파악 필요. 고용 유지 재검토.
REV0836,EMP189,2023 H1,S,탁월한 실행력으로 조직에 큰 가치 창출. 장기 유지 전략 필요.
REV0837,EMP189,2023 H2,B,기본 목표 달성. 일부 지연 발생. 주도성 강화 필요.
REV0838,EMP189,2024 H1,B,기본 목표 달성. 평균 수준 성과. 기술 역량 보완 필요.
REV0839,EMP190,2022 H2,S,창의적 문제 해결으로 조직에 큰 가치 창출. 차세대 리더 육성 대상.
REV0840,EMP190,2023 H1,C,개선 미흡. 3개월 내 명확한 개선 없으면 재배치 검토.
REV0841,EMP190,2023 H2,B,안정적이나 도전 부족. 적극성 제고 필요.
REV0842,EMP190,2024 H1,B,평균적 성과. 성장 정체 우려. 1:1 코칭 지원.
REV0843,EMP192,2022 H1,B,기대치 수준. 더 높은 목표 설정 권장 필요.
REV0844,EMP192,2022 H2,B,기대치 수준. 시야 확대 필요.
REV0845,EMP192,2023 H1,A,협업 및 소통 역량 우수. 보상 인센티브.
REV0846,EMP192,2023 H2,C,기대 이하 성과. 3개월 내 명확한 개선 없으면 재배치 검토.
REV0847,EMP192,2024 H1,B,기대치 수준. 자기주도적 개선 필요.
REV0848,EMP195,2022 H1,A,반기 목표 118% 달성. 기대에 부응하는 기여. 리더십 기회 제공 검토.
REV0849,EMP195,2022 H2,B,기본 목표 달성. 일부 지연 발생. 주도성 강화 필요.
REV0850,EMP195,2023 H1,A,우수한 성과. 글로벌 마인드 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0851,EMP195,2023 H2,A,반기 목표 111% 달성. 팀 목표 달성에 기여. 승진 후보 검토.
REV0852,EMP195,2024 H1,A,반기 목표 118% 달성. 기대에 부응하는 기여. 도전적 과제 부여.
REV0853,EMP196,2022 H1,A,반기 목표 118% 달성. 기대에 부응하는 기여. 도전적 과제 부여.
REV0854,EMP196,2022 H2,B,기본 목표 달성. 품질 기준 충족. 효율성 제고 필요.
REV0855,EMP196,2023 H1,C,목표 달성률 72%. 우선순위 오류 파악. 멘토링 강화 시급.
REV0856,EMP196,2023 H2,D,심각한 수준의 저성과. 적합성 검토 필요. 전문가 코칭.
REV0857,EMP196,2024 H1,A,우수한 성과. 혁신 역량 개발 시 S등급 도약 가능. 멘토링 프로그램.
